,Price(USD)
1074,-2.6019999999999186
1075,-2.3290000000001214
1076,4.9879999999999995
1077,1.4510000000001355
1078,3.5969999999998663
1079,-1.9119999999999209
1080,0.6629999999999541
1081,5.033999999999992
1082,0.9749999999999659
1083,-2.9139999999999873
1084,0.47899999999981446
1085,7.864000000000203
1086,5.545999999999992
1087,9.1670000000002
1088,-3.595000000000198
1089,4.329999999999984
1090,8.104999999999905
1091,0.5430000000000064
1092,7.389999999999986
1093,-23.066999999999894
1094,4.591999999999928
1095,7.185000000000173
1096,-8.663000000000181
1097,4.689000000000078
1098,-8.103999999999985
1099,5.812000000000012
1100,-3.180999999999983
1101,1.8029999999998836
1102,12.698000000000206
1103,-2.3720000000002983
1104,0.03500000000019554
1105,2.4640000000000555
1106,-11.421000000000163
1107,1.8530000000000655
1108,2.5520000000001346
1109,1.2760000000000105
1110,-0.5040000000000191
1111,2.3339999999998895
1112,-2.944000000000017
1113,-2.470999999999947
1114,0.9490000000000691
1115,-12.832000000000278
1116,1.34900000000016
1117,1.2589999999999009
1118,-4.471999999999753
1119,4.499999999999886
1120,2.593999999999994
1121,3.2859999999998877
1122,4.677000000000135
1123,20.132000000000062
1124,54.68099999999987
1125,-3.9209999999999354
1126,9.600000000000136
1127,-2.8170000000000073
1128,7.76099999999974
1129,-0.33599999999989905
1130,31.612999999999943
1131,3.0809999999999036
1132,0.9496747207707585
1133,11.08732527922939
1134,-7.652305730064086
1135,5.228305730063994
1136,-5.531999999999925
1137,1.620647880140723
1138,18.518914113377264
1139,73.96571650153498
1140,32.57957367605525
1141,-18.359720606346173
1142,7.294868435237845
1143,72.23599999999999
1144,-16.043999999999983
1145,7.380601258062825
1146,7.2463987419372415
1147,-29.884264196433037
1148,-69.1652064481325
1149,-73.10152935543442
1150,31.311256364615815
1151,38.210348794687775
1152,4.640092696506031
1153,-36.750697855809676
1154,18.993999999999915
1155,-1.4570000000001073
1156,-9.405999999999722
1157,34.178999999999746
1158,6.094000000000165
1159,15.337000000000216
1160,-28.301899656606906
1161,13.9554713360709
1162,-11.17005365611874
1163,8.388481976654703
1164,-37.29899999999998
1165,27.124506272112853
1166,-11.873993772714357
1167,-3.549512499398361
1168,-1.2510000000002037
1169,21.878000000000043
1170,-12.798000000000002
1171,1.4260000000001583
1172,6.110991503188529
1173,-2.185991503188575
1174,14.889558245954277
1175,-3.603120419333777
1176,-0.23004884591921382
1177,-3.6639149207084074
1178,-5.52908954571933
1179,-14.274384514273834
1180,4.333000000000197
1181,5.425923533056903
1182,-6.33028518494973
1183,-3.2086383481074563
1184,4.308263277738206
1185,0.2721668971571489
1186,1.4519490197701543
1187,-2.7933988891255694
1188,-30.80320905223755
1189,-17.99877125330272
1190,-88.61207055123884
1191,50.246132166840766
1192,9.222645109253108
1193,-0.569906724854377
1194,11.601199999999722
1195,5.032500000000141
1196,-1.955000000000041
1197,-5.4100000000001955
1198,6.964343297098253
1199,-4.653043297097838
1200,-1.0838000000003376
1201,-2.0611316653929634
1202,-13.732168334606968
1203,-3.0024163405649915
1204,10.488867442921446
1205,-6.761236144614372
1206,0.806504890977294
1207,1.2235708307151754
1208,8.454282401779096
1209,-1.3592459440401399
1210,4.63047286282665
1211,-3.213700000000131
1212,-4.115746837828738
1213,-1.7717531621710805
1214,1.9874999999996135
1215,-9.528799999999592
1216,4.953799999999887
1217,-1.0185716382912915
1218,3.569771638291286
1219,-4.321717323696589
1220,-0.16828267630341998
1221,2.3724999999998317
1222,22.2325000000003
1223,12.493799999999737
1224,-2.0449999999998454
1225,4.03999999999985
1226,3.642688596219614
1227,11.141011403780567
1228,-3.5550000000001774
1229,1.146300000000224
1230,-17.743384820919914
1231,0.5157900629518508
1232,0.8137947579680258
1233,1.7800000000000864
1234,-2.8412000000000717
1235,0.9695658936914242
1236,-1.209565893691547
1237,3.451200000000199
1238,-0.17736570267572915
1239,-0.8488217340579922
1240,-11.928563336831985
1241,-0.8814492264345972
1242,6.933700000000158
1243,-0.6199999999997772
1244,-1.961200000000531
1245,6.785764536300803
1246,-1.889564536300668
1247,-0.6525000000001455
1248,1.0825000000003229
1249,3.6200000000000045
1250,5.802384517664223
1251,-3.701084517664185
1252,1.6021026561797953
1253,-2.718402656179933
1254,2.3938000000000557
1255,-0.6562999999998738
1256,5.238800000000083
1257,0.3149999999998272
1258,-1.9099999999999682
1259,-0.3100000000000591
1260,26.38620000000003
1261,-5.083700000000022
1262,-0.99396119587675
1263,3.557661195876335
1264,-0.9711999999996124
1265,2.9774999999997362
1266,-2.70379999999966
1267,-2.017500000000041
1268,-7.027500000000032
1269,0.10500000000001819
1270,1.1762999999995145
1271,22.368700000000445
1272,-2.461199999999735
1273,-0.860000000000241
1274,3.86749999999995
1275,20.78370000000018
